"Kod";"Nazwa";"Miesiące";"Rodzaje towarów i usług";"Cena i wskaźniki";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
2600000;"ŚWIĘTOKRZYSKIE";"listopad";"bateria zlewozmywakowa";"cena";"2009";90,83;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"listopad";"bateria zlewozmywakowa";"cena";"2010";111,23;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"listopad";"bateria zlewozmywakowa";"cena";"2011";121,47;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"listopad";"bateria zlewozmywakowa";"cena";"2012";134,82;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"listopad";"bateria zlewozmywakowa";"cena";"2013";146,33;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"listopad";"bateria zlewozmywakowa";"cena";"2014";146,83;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"listopad";"bateria zlewozmywakowa";"cena";"2015";153,17;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"listopad";"bateria zlewozmywakowa";"cena";"2016";155,50;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"listopad";"bateria zlewozmywakowa";"cena";"2017";139,00;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"listopad";"bateria zlewozmywakowa";"cena";"2018";149,50;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"listopad";"bateria zlewozmywakowa";"cena";"2019";142,67;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"listopad";"węgiel kamienny - za 1t";"cena";"2006";505,34;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"listopad";"węgiel kamienny - za 1t";"cena";"2007";539,50;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"listopad";"węgiel kamienny - za 1t";"cena";"2008";666,34;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"listopad";"węgiel kamienny - za 1t";"cena";"2009";718,84;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"listopad";"węgiel kamienny - za 1t";"cena";"2010";749,17;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"listopad";"węgiel kamienny - za 1t";"cena";"2011";811,95;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"listopad";"węgiel kamienny - za 1t";"cena";"2012";836,12;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"listopad";"węgiel kamienny - za 1t";"cena";"2013";846,12;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"listopad";"węgiel kamienny - za 1t";"cena";"2014";836,12;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"listopad";"węgiel kamienny - za 1t";"cena";"2015";822,37;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"listopad";"węgiel kamienny - za 1t";"cena";"2016";833,33;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"listopad";"węgiel kamienny - za 1t";"cena";"2017";923,75;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"listopad";"węgiel kamienny - za 1t";"cena";"2018";933,34;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"listopad";"węgiel kamienny - za 1t";"cena";"2019";902,50;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"listopad";"gazeta regionalna";"cena";"2006";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"listopad";"gazeta regionalna";"cena";"2007";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"listopad";"gazeta regionalna";"cena";"2008";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"listopad";"gazeta regionalna";"cena";"2009";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"listopad";"gazeta regionalna";"cena";"2010";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"listopad";"gazeta regionalna";"cena";"2011";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"listopad";"gazeta regionalna";"cena";"2012";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"listopad";"gazeta regionalna";"cena";"2013";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"listopad";"gazeta regionalna";"cena";"2014";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"listopad";"gazeta regionalna";"cena";"2015";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"listopad";"gazeta regionalna";"cena";"2016";2,40;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"listopad";"gazeta regionalna";"cena";"2017";2,47;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"listopad";"gazeta regionalna";"cena";"2018";2,77;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"listopad";"gazeta regionalna";"cena";"2019";2,98;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"szynka wieprzowa gotowana - za 1kg";"cena";"2006";19,47;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"szynka wieprzowa gotowana - za 1kg";"cena";"2007";19,82;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"szynka wieprzowa gotowana - za 1kg";"cena";"2008";20,82;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"szynka wieprzowa gotowana - za 1kg";"cena";"2009";22,54;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"szynka wieprzowa gotowana - za 1kg";"cena";"2010";21,55;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"szynka wieprzowa gotowana - za 1kg";"cena";"2011";22,63;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"szynka wieprzowa gotowana - za 1kg";"cena";"2012";22,83;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"szynka wieprzowa gotowana - za 1kg";"cena";"2013";23,68;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"szynka wieprzowa gotowana - za 1kg";"cena";"2014";24,37;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"szynka wieprzowa gotowana - za 1kg";"cena";"2015";24,56;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"szynka wieprzowa gotowana - za 1kg";"cena";"2016";27,23;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"szynka wieprzowa gotowana - za 1kg";"cena";"2017";26,71;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"szynka wieprzowa gotowana - za 1kg";"cena";"2018";27,72;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"szynka wieprzowa gotowana - za 1kg";"cena";"2019";34,93;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"jabłka - za 1kg";"cena";"2006";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"jabłka - za 1kg";"cena";"2007";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"jabłka - za 1kg";"cena";"2008";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"jabłka - za 1kg";"cena";"2009";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"jabłka - za 1kg";"cena";"2010";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"jabłka - za 1kg";"cena";"2011";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"jabłka - za 1kg";"cena";"2012";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"jabłka - za 1kg";"cena";"2013";2,55;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"jabłka - za 1kg";"cena";"2014";1,73;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"jabłka - za 1kg";"cena";"2015";2,42;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"jabłka - za 1kg";"cena";"2016";2,45;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"jabłka - za 1kg";"cena";"2017";3,41;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"jabłka - za 1kg";"cena";"2018";2,26;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"jabłka - za 1kg";"cena";"2019";3,15;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"pomarańcze - za 1kg";"cena";"2006";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"pomarańcze - za 1kg";"cena";"2007";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"pomarańcze - za 1kg";"cena";"2008";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"pomarańcze - za 1kg";"cena";"2009";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"pomarańcze - za 1kg";"cena";"2010";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"pomarańcze - za 1kg";"cena";"2011";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"pomarańcze - za 1kg";"cena";"2012";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"pomarańcze - za 1kg";"cena";"2013";4,46;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"pomarańcze - za 1kg";"cena";"2014";4,44;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"pomarańcze - za 1kg";"cena";"2015";4,24;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"pomarańcze - za 1kg";"cena";"2016";4,38;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"pomarańcze - za 1kg";"cena";"2017";4,57;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"pomarańcze - za 1kg";"cena";"2018";4,82;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"pomarańcze - za 1kg";"cena";"2019";4,38;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"marchew - za 1 kg";"cena";"2006";1,65;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"marchew - za 1 kg";"cena";"2007";1,54;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"marchew - za 1 kg";"cena";"2008";1,58;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"marchew - za 1 kg";"cena";"2009";1,62;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"marchew - za 1 kg";"cena";"2010";1,82;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"marchew - za 1 kg";"cena";"2011";1,41;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"marchew - za 1 kg";"cena";"2012";1,58;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"marchew - za 1 kg";"cena";"2013";1,74;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"marchew - za 1 kg";"cena";"2014";1,55;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"marchew - za 1 kg";"cena";"2015";2,41;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"marchew - za 1 kg";"cena";"2016";1,67;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"marchew - za 1 kg";"cena";"2017";2,02;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"marchew - za 1 kg";"cena";"2018";2,89;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"marchew - za 1 kg";"cena";"2019";2,55;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"herbata czarna, liściasta - za 100g";"cena";"2006";2,00;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"herbata czarna, liściasta - za 100g";"cena";"2007";3,02;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"herbata czarna, liściasta - za 100g";"cena";"2008";2,86;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"herbata czarna, liściasta - za 100g";"cena";"2009";3,24;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"herbata czarna, liściasta - za 100g";"cena";"2010";3,16;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"herbata czarna, liściasta - za 100g";"cena";"2011";3,25;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"herbata czarna, liściasta - za 100g";"cena";"2012";3,30;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"herbata czarna, liściasta - za 100g";"cena";"2013";3,83;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"herbata czarna, liściasta - za 100g";"cena";"2014";3,90;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"herbata czarna, liściasta - za 100g";"cena";"2015";4,09;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"herbata czarna, liściasta - za 100g";"cena";"2016";3,78;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"herbata czarna, liściasta - za 100g";"cena";"2017";4,37;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"herbata czarna, liściasta - za 100g";"cena";"2018";4,56;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"herbata czarna, liściasta - za 100g";"cena";"2019";7,97;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"koszula męska z elanobawełny, długi rękaw";"cena";"2006";69,02;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"koszula męska z elanobawełny, długi rękaw";"cena";"2007";66,68;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"koszula męska z elanobawełny, długi rękaw";"cena";"2008";62,38;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"koszula męska z elanobawełny, długi rękaw";"cena";"2009";59,60;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"koszula męska z elanobawełny, długi rękaw";"cena";"2010";88,67;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"koszula męska z elanobawełny, długi rękaw";"cena";"2011";89,17;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"koszula męska z elanobawełny, długi rękaw";"cena";"2012";99,67;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"koszula męska z elanobawełny, długi rękaw";"cena";"2013";98,00;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"koszula męska z elanobawełny, długi rękaw";"cena";"2014";116,33;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"koszula męska z elanobawełny, długi rękaw";"cena";"2015";118,00;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"koszula męska z elanobawełny, długi rękaw";"cena";"2016";123,00;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"koszula męska z elanobawełny, długi rękaw";"cena";"2017";115,33;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"koszula męska z elanobawełny, długi rękaw";"cena";"2018";114,33;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"koszula męska z elanobawełny, długi rękaw";"cena";"2019";127,67;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"rajstopy damskie gładkie, 15 den";"cena";"2006";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"rajstopy damskie gładkie, 15 den";"cena";"2007";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"rajstopy damskie gładkie, 15 den";"cena";"2008";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"rajstopy damskie gładkie, 15 den";"cena";"2009";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"rajstopy damskie gładkie, 15 den";"cena";"2010";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"rajstopy damskie gładkie, 15 den";"cena";"2011";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"rajstopy damskie gładkie, 15 den";"cena";"2012";6,25;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"rajstopy damskie gładkie, 15 den";"cena";"2013";6,32;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"rajstopy damskie gładkie, 15 den";"cena";"2014";6,37;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"rajstopy damskie gładkie, 15 den";"cena";"2015";6,52;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"rajstopy damskie gładkie, 15 den";"cena";"2016";6,57;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"rajstopy damskie gładkie, 15 den";"cena";"2017";6,97;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"rajstopy damskie gładkie, 15 den";"cena";"2018";7,77;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"rajstopy damskie gładkie, 15 den";"cena";"2019";8,22;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"bateria zlewozmywakowa";"cena";"2006";79,35;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"bateria zlewozmywakowa";"cena";"2007";89,72;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"bateria zlewozmywakowa";"cena";"2008";89,45;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"bateria zlewozmywakowa";"cena";"2009";95,48;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"bateria zlewozmywakowa";"cena";"2010";111,23;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"bateria zlewozmywakowa";"cena";"2011";121,63;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"bateria zlewozmywakowa";"cena";"2012";141,33;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"bateria zlewozmywakowa";"cena";"2013";147,33;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"bateria zlewozmywakowa";"cena";"2014";146,83;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"bateria zlewozmywakowa";"cena";"2015";154,17;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"bateria zlewozmywakowa";"cena";"2016";157,33;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"bateria zlewozmywakowa";"cena";"2017";143,17;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"bateria zlewozmywakowa";"cena";"2018";149,50;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"bateria zlewozmywakowa";"cena";"2019";133,00;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"węgiel kamienny - za 1t";"cena";"2006";508,00;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"węgiel kamienny - za 1t";"cena";"2007";544,67;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"węgiel kamienny - za 1t";"cena";"2008";677,17;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"węgiel kamienny - za 1t";"cena";"2009";715,17;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"węgiel kamienny - za 1t";"cena";"2010";774,45;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"węgiel kamienny - za 1t";"cena";"2011";817,79;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"węgiel kamienny - za 1t";"cena";"2012";841,12;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"węgiel kamienny - za 1t";"cena";"2013";846,12;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"węgiel kamienny - za 1t";"cena";"2014";836,12;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"węgiel kamienny - za 1t";"cena";"2015";823,20;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"węgiel kamienny - za 1t";"cena";"2016";832,50;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"węgiel kamienny - za 1t";"cena";"2017";923,75;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"węgiel kamienny - za 1t";"cena";"2018";935,00;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"węgiel kamienny - za 1t";"cena";"2019";879,17;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"gazeta regionalna";"cena";"2006";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"gazeta regionalna";"cena";"2007";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"gazeta regionalna";"cena";"2008";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"gazeta regionalna";"cena";"2009";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"gazeta regionalna";"cena";"2010";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"gazeta regionalna";"cena";"2011";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"gazeta regionalna";"cena";"2012";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"gazeta regionalna";"cena";"2013";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"gazeta regionalna";"cena";"2014";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"gazeta regionalna";"cena";"2015";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"gazeta regionalna";"cena";"2016";2,40;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"gazeta regionalna";"cena";"2017";2,65;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"gazeta regionalna";"cena";"2018";2,77;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"grudzień";"gazeta regionalna";"cena";"2019";2,98;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"styczeń";"szynka wieprzowa gotowana - za 1kg";"cena";"2006";20,59;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"styczeń";"szynka wieprzowa gotowana - za 1kg";"cena";"2007";19,67;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"styczeń";"szynka wieprzowa gotowana - za 1kg";"cena";"2008";20,55;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"styczeń";"szynka wieprzowa gotowana - za 1kg";"cena";"2009";20,59;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"styczeń";"szynka wieprzowa gotowana - za 1kg";"cena";"2010";21,82;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"styczeń";"szynka wieprzowa gotowana - za 1kg";"cena";"2011";20,66;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"styczeń";"szynka wieprzowa gotowana - za 1kg";"cena";"2012";22,34;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"styczeń";"szynka wieprzowa gotowana - za 1kg";"cena";"2013";23,09;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"styczeń";"szynka wieprzowa gotowana - za 1kg";"cena";"2014";24,41;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"styczeń";"szynka wieprzowa gotowana - za 1kg";"cena";"2015";24,39;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"styczeń";"szynka wieprzowa gotowana - za 1kg";"cena";"2016";23,74;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"styczeń";"szynka wieprzowa gotowana - za 1kg";"cena";"2017";25,82;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"styczeń";"szynka wieprzowa gotowana - za 1kg";"cena";"2018";27,81;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"styczeń";"szynka wieprzowa gotowana - za 1kg";"cena";"2019";27,28;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"styczeń";"jabłka - za 1kg";"cena";"2006";;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"styczeń";"jabłka - za 1kg";"cena";"2007";;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"styczeń";"jabłka - za 1kg";"cena";"2008";;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"styczeń";"jabłka - za 1kg";"cena";"2009";;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"styczeń";"jabłka - za 1kg";"cena";"2010";;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"styczeń";"jabłka - za 1kg";"cena";"2011";;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"styczeń";"jabłka - za 1kg";"cena";"2012";;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"styczeń";"jabłka - za 1kg";"cena";"2013";2,47;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"styczeń";"jabłka - za 1kg";"cena";"2014";2,70;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"styczeń";"jabłka - za 1kg";"cena";"2015";2,20;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"styczeń";"jabłka - za 1kg";"cena";"2016";2,39;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"styczeń";"jabłka - za 1kg";"cena";"2017";2,31;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"styczeń";"jabłka - za 1kg";"cena";"2018";3,48;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"styczeń";"jabłka - za 1kg";"cena";"2019";2,30;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"styczeń";"pomarańcze - za 1kg";"cena";"2006";;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"styczeń";"pomarańcze - za 1kg";"cena";"2007";;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"styczeń";"pomarańcze - za 1kg";"cena";"2008";;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"styczeń";"pomarańcze - za 1kg";"cena";"2009";;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"styczeń";"pomarańcze - za 1kg";"cena";"2010";;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"styczeń";"pomarańcze - za 1kg";"cena";"2011";;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"styczeń";"pomarańcze - za 1kg";"cena";"2012";;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"styczeń";"pomarańcze - za 1kg";"cena";"2013";5,57;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"styczeń";"pomarańcze - za 1kg";"cena";"2014";4,88;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"styczeń";"pomarańcze - za 1kg";"cena";"2015";5,28;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"styczeń";"pomarańcze - za 1kg";"cena";"2016";5,70;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"styczeń";"pomarańcze - za 1kg";"cena";"2017";5,56;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"styczeń";"pomarańcze - za 1kg";"cena";"2018";5,21;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"styczeń";"pomarańcze - za 1kg";"cena";"2019";5,43;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"styczeń";"marchew - za 1 kg";"cena";"2006";1,43;"zł";"";
2800000;"WARMIŃSKO-MAZURSKIE";"styczeń";"marchew - za 1 kg";"cena";"2007";1,71;"zł";"";
